firmware_offset	source_file	source_line	length	string
0x00033531	src/network/HttpDownloader.cpp	68	10	User-Agent
0x00033573	src/network/HttpDownloader.cpp	68	10	User-Agent
0x00033551	src/network/HttpDownloader.cpp	73	13	Authorization
0x000335b2	src/network/HttpDownloader.cpp	73	13	Authorization
0x0004c561	src/network/HttpDownloader.cpp	73	13	Authorization
0x0004cd90	src/network/HttpDownloader.cpp	73	13	Authorization
0x000e87c1	src/network/HttpDownloader.cpp	73	13	Authorization
0x0000c8e6	src/network/HttpDownloader.cpp	81	15	open failed: %s
0x000079f3	src/network/HttpDownloader.cpp	184	31	Failed to open file for writing
0x00039292	src/network/HttpDownloader.cpp	184	31	Failed to open file for writing
0x000392fb	src/network/HttpDownloader.cpp	203	16	no data received
0x00033531	src/network/OtaUpdater.cpp	23	10	User-Agent
0x00033573	src/network/OtaUpdater.cpp	23	10	User-Agent
0x00039361	src/network/OtaUpdater.cpp	171	32	esp_https_ota_perform Failed: %s
0x00039383	src/network/OtaUpdater.cpp	177	50	esp_https_ota_is_complete_data_received Failed: %s
0x000393b7	src/network/OtaUpdater.cpp	184	31	esp_https_ota_finish Failed: %s
0x00037441	src/network/WebDAVHandler.cpp	11	25	System Volume Information
0x00039948	src/network/WebDAVHandler.cpp	16	29	Thu, 01 Jan 2024 00:00:00 GMT
0x00039486	src/network/WebDAVHandler.cpp	164	74	OPTIONS, GET, HEAD, PUT, DELETE, PROPFIND, MKCOL, MOVE, COPY, LOCK, UNLOCK
0x000394d1	src/network/WebDAVHandler.cpp	166	13	MS-Author-Via
0x000385eb	src/network/WebDAVHandler.cpp	181	10	text/plain
0x000e886f	src/network/WebDAVHandler.cpp	181	10	text/plain
0x000398d8	src/network/WebDAVHandler.cpp	190	32	"application/xml; charset=""utf-8"""
0x00039901	src/network/WebDAVHandler.cpp	192	70	"<?xml version=""1.0"" encoding=""utf-8""?>
<D:multistatus xmlns:D=""DAV:"">
"
0x00039966	src/network/WebDAVHandler.cpp	195	17	"</D:multistatus>
"
0x000005a8	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x00000624	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x000007a8	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x000077af	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x00007985	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x000079f3	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x00007b76	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x0000b4bf	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x0000b4f0	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x0000b5cb	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x00033bf5	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x0003619b	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x00038b0e	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x00039292	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x00039978	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x000399b3	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x0004cee2	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x00052620	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x00052f08	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x00052f82	src/network/WebDAVHandler.cpp	199	14	Failed to open
0x00039582	src/network/WebDAVHandler.cpp	272	20	<D:response><D:href>
0x00039597	src/network/WebDAVHandler.cpp	274	29	</D:href><D:propstat><D:prop>
0x000395b5	src/network/WebDAVHandler.cpp	277	48	<D:resourcetype><D:collection/></D:resourcetype>
0x000395e6	src/network/WebDAVHandler.cpp	279	17	<D:resourcetype/>
0x000395f8	src/network/WebDAVHandler.cpp	280	20	<D:getcontentlength>
0x0003960d	src/network/WebDAVHandler.cpp	282	21	</D:getcontentlength>
0x00039623	src/network/WebDAVHandler.cpp	284	18	<D:getcontenttype>
0x00039636	src/network/WebDAVHandler.cpp	286	19	</D:getcontenttype>
0x0003964a	src/network/WebDAVHandler.cpp	289	19	<D:getlastmodified>
0x0003965e	src/network/WebDAVHandler.cpp	291	20	</D:getlastmodified>
0x00039673	src/network/WebDAVHandler.cpp	293	72	"</D:prop><D:status>HTTP/1.1 200 OK</D:status></D:propstat></D:response>
"
0x00007985	src/network/WebDAVHandler.cpp	316	19	Failed to open file
0x000079f3	src/network/WebDAVHandler.cpp	316	19	Failed to open file
0x00038b0e	src/network/WebDAVHandler.cpp	316	19	Failed to open file
0x00039292	src/network/WebDAVHandler.cpp	316	19	Failed to open file
0x000345bb	src/network/WebDAVHandler.cpp	322	18	Method Not Allowed
0x00039a5f	src/network/WebDAVHandler.cpp	384	45	Write failed - incomplete upload or disk full
0x00039a8d	src/network/WebDAVHandler.cpp	400	18	Cannot delete root
0x00039aa0	src/network/WebDAVHandler.cpp	426	19	Directory not empty
0x00039ab4	src/network/WebDAVHandler.cpp	433	26	Failed to remove directory
0x00037499	src/network/WebDAVHandler.cpp	441	21	Failed to delete file
0x00039acf	src/network/WebDAVHandler.cpp	441	21	Failed to delete file
0x0003466d	src/network/WebDAVHandler.cpp	459	22	Unsupported Media Type
0x000396bc	src/network/WebDAVHandler.cpp	464	14	Already exists
0x000396cb	src/network/WebDAVHandler.cpp	473	31	Parent directory does not exist
0x000396eb	src/network/WebDAVHandler.cpp	482	26	Failed to create directory
0x00039ae5	src/network/WebDAVHandler.cpp	496	16	Cannot move root
0x00039987	src/network/WebDAVHandler.cpp	506	26	Missing Destination header
0x000399a2	src/network/WebDAVHandler.cpp	516	16	Source not found
0x000399e1	src/network/WebDAVHandler.cpp	525	33	Destination parent does not exist
0x00039a03	src/network/WebDAVHandler.cpp	532	37	Destination exists and Overwrite is F
0x000399b3	src/network/WebDAVHandler.cpp	542	21	Failed to open source
0x00039af6	src/network/WebDAVHandler.cpp	553	11	Move failed
0x000399c9	src/network/WebDAVHandler.cpp	594	23	Cannot copy directories
0x00039a29	src/network/WebDAVHandler.cpp	623	28	Failed to create destination
0x00039a46	src/network/WebDAVHandler.cpp	648	24	Copy failed - disk full?
0x000398bc	src/network/WebDAVHandler.cpp	673	27	<urn:uuid:dummy-lock-token>
0x000389d2	src/network/WebDAVHandler.cpp	673	10	Lock-Token
0x000389b9	src/network/WebDAVHandler.cpp	704	11	Destination
0x00038c28	src/network/WebDAVHandler.cpp	704	11	Destination
0x00038c3e	src/network/WebDAVHandler.cpp	704	11	Destination
0x0003998f	src/network/WebDAVHandler.cpp	704	11	Destination
0x000399e1	src/network/WebDAVHandler.cpp	704	11	Destination
0x00039a03	src/network/WebDAVHandler.cpp	704	11	Destination
0x000569da	src/network/WebDAVHandler.cpp	704	11	Destination
0x00059b85	src/network/WebDAVHandler.cpp	704	11	Destination
0x00033ee5	src/network/WebDAVHandler.cpp	802	20	application/epub+zip
0x000394f8	src/network/WebDAVHandler.cpp	803	15	application/pdf
0x000e8b6f	src/network/WebDAVHandler.cpp	803	15	application/pdf
0x000385be	src/network/WebDAVHandler.cpp	807	22	application/javascript
0x000e889f	src/network/WebDAVHandler.cpp	807	22	application/javascript
0x00033928	src/network/WebDAVHandler.cpp	808	16	application/json
0x000e88ff	src/network/WebDAVHandler.cpp	808	16	application/json
0x00039516	src/network/WebDAVHandler.cpp	809	15	application/xml
0x000398d8	src/network/WebDAVHandler.cpp	809	15	application/xml
0x00039526	src/network/WebDAVHandler.cpp	810	10	image/jpeg
0x000e898f	src/network/WebDAVHandler.cpp	810	10	image/jpeg
0x0003954a	src/network/WebDAVHandler.cpp	813	13	image/svg+xml
0x000e89ef	src/network/WebDAVHandler.cpp	813	13	image/svg+xml
0x0003955d	src/network/WebDAVHandler.cpp	814	15	application/zip
0x000e8b9f	src/network/WebDAVHandler.cpp	814	15	application/zip
0x00039571	src/network/WebDAVHandler.cpp	815	16	application/gzip
0x00039120	src/network/WebDAVHandler.cpp	816	24	application/octet-stream
0x000e8c2f	src/network/WebDAVHandler.cpp	816	24	application/octet-stream
0x00039f88	src/util/QrUtils.cpp	64	37	Text too large for QR Code version %d
0x0003871d	src/util/ScreenshotUtil.cpp	73	25	Framebuffer not available
0x00039ff3	src/util/ScreenshotUtil.cpp	73	25	Framebuffer not available
0x00038743	src/util/ScreenshotUtil.cpp	85	25	Failed to save screenshot
0x00039fb3	src/util/ScreenshotUtil.cpp	85	25	Failed to save screenshot
0x00039fce	src/util/ScreenshotUtil.cpp	150	35	Row size %u exceeds buffer capacity
